6.551549337599998474e+09 6.269712595135441895e+11 0.000000000000000000e+00 4.154360558742526337e+04 1.987823456842259038e+06 0.000000000000000000e+00
2.620285932124513245e+10 1.253714350405489746e+12 0.000000000000000000e+00 8.307208781465060019e+04 1.986665954634308117e+06 0.000000000000000000e+00
5.894629909459523773e+10 1.879955556780166504e+12 0.000000000000000000e+00 1.245673023647769878e+05 1.984640821336576482e+06 0.000000000000000000e+00
1.047685176878015137e+11 2.505421382162237305e+12 0.000000000000000000e+00 1.660111194874776993e+05 1.981748942393557401e+06 0.000000000000000000e+00
1.636504498630973511e+11 3.129838669085924805e+12 0.000000000000000000e+00 2.073854319390537567e+05 1.977991582242282340e+06 0.000000000000000000e+00
2.355673244629851074e+11 3.752934718535365234e+12 0.000000000000000000e+00 2.486721629125458421e+05 1.973370383756949333e+06 0.000000000000000000e+00
3.204886752573310547e+11 4.374437409183613770e+12 0.000000000000000000e+00 2.898532739543966600e+05 1.967887367527290946e+06 0.000000000000000000e+00
4.183783542845761719e+11 4.994075316377921875e+12 0.000000000000000000e+00 3.309107728641637368e+05 1.961544930971004302e+06 0.000000000000000000e+00
5.291945476811673584e+11 5.611577830819007812e+12 0.000000000000000000e+00 3.718267215737908264e+05 1.954345847280640388e+06 0.000000000000000000e+00
6.528897939922144775e+11 6.226675276882190430e+12 0.000000000000000000e+00 4.125832440029551508e+05 1.946293264205423417e+06 0.000000000000000000e+00
7.894110049552813721e+11 6.839099030528408203e+12 0.000000000000000000e+00 4.531625338870184496e+05 1.937390702668545768e+06 0.000000000000000000e+00
9.386994887481262207e+11 7.448581636753333984e+12 0.000000000000000000e+00 4.935468625741228461e+05 1.927642055220555514e+06 0.000000000000000000e+00
1.100690975690117432e+12 8.054856926523001953e+12 0.000000000000000000e+00 5.337185867879865691e+05 1.917051584329530830e+06 0.000000000000000000e+00
1.275315646385968994e+12 8.657660133144587891e+12 0.000000000000000000e+00 5.736601563529695850e+05 1.905623920508803567e+06 0.000000000000000000e+00
1.462498162299356445e+12 9.256728008021244141e+12 0.000000000000000000e+00 6.133541218779976480e+05 1.893364060283070197e+06 0.000000000000000000e+00
1.662157698742906250e+12 9.851798935740162109e+12 0.000000000000000000e+00 6.527831423959510867e+05 1.880277363993800711e+06 0.000000000000000000e+00
1.874207980269981934e+12 1.044261304844332227e+13 0.000000000000000000e+00 6.919299929551457753e+05 1.866369553444924764e+06 0.000000000000000000e+00
2.098557318452626709e+12 1.102891233943075000e+13 0.000000000000000000e+00 7.307775721595545765e+05 1.851646709389849799e+06 0.000000000000000000e+00
2.335108652028978516e+12 1.161044077594637500e+13 0.000000000000000000e+00 7.693089096544426866e+05 1.836115268860932440e+06 0.000000000000000000e+00
2.583759589402414551e+12 1.218694441109702930e+13 0.000000000000000000e+00 8.075071735541136004e+05 1.819782022342598997e+06 0.000000000000000000e+00
2.844402453473660645e+12 1.275817149485545312e+13 0.000000000000000000e+00 8.453556778084897669e+05 1.802654110789376078e+06 0.000000000000000000e+00
3.116924328786054199e+12 1.332387258409859961e+13 0.000000000000000000e+00 8.828378895052797161e+05 1.784739022490165895e+06 0.000000000000000000e+00
3.401207110963147461e+12 1.388380065163299023e+13 0.000000000000000000e+00 9.199374361045134719e+05 1.766044589780164650e+06 0.000000000000000000e+00
3.697127558416814453e+12 1.443771119415927344e+13 0.000000000000000000e+00 9.566381126022574026e+05 1.746578985601895954e+06 0.000000000000000000e+00
4.004557346303027832e+12 1.498536233912866016e+13 0.000000000000000000e+00 9.929238886203537695e+05 1.726350719916891307e+06 0.000000000000000000e+00
4.323363122701489746e+12 1.552651495044437695e+13 0.000000000000000000e+00 1.028778915419063182e+06 1.705368635969622293e+06 0.000000000000000000e+00
4.653406566994307617e+12 1.606093273296179883e+13 0.000000000000000000e+00 1.064187532829522621e+06 1.683641906405350659e+06 0.000000000000000000e+00
4.994544450417951172e+12 1.658838233574146875e+13 0.000000000000000000e+00 1.099134276102970354e+06 1.661180029243630124e+06 0.000000000000000000e+00
5.346628698761764648e+12 1.710863345400975977e+13 0.000000000000000000e+00 1.133603882673724089e+06 1.637992823709254153e+06 0.000000000000000000e+00
5.709506457185361328e+12 1.762145892978250781e+13 0.000000000000000000e+00 1.167581298832940636e+06 1.614090425922511378e+06 0.000000000000000000e+00
6.083020157126308594e+12 1.812663485110754297e+13 0.000000000000000000e+00 1.201051686310224701e+06 1.589483284450669540e+06 0.000000000000000000e+00
6.467007585268574219e+12 1.862394064988267969e+13 0.000000000000000000e+00 1.234000428760196082e+06 1.564182155722670257e+06 0.000000000000000000e+00
6.861301954541321289e+12 1.911315919820633594e+13 0.000000000000000000e+00 1.266413138151168823e+06 1.538198099309079349e+06 0.000000000000000000e+00
